Individual_ID,Age,Education_Years,Work_Experience,City_Category,Remote_Work_Days,Household_Size,Savings_Rate,Annual_Income
ID-00460,45,20,19,Suburban,0,2,0.1588,104920.59
ID-00461,22,16,0,Urban,4,1,0.1759,81747.88
ID-00462,64,12,46,Urban,4,1,0.2009,141100.99
ID-00463,47,16,25,Urban,0,2,0.124,129779.37
ID-00464,63,16,41,Suburban,5,2,0.1628,111100.01
ID-00465,22,18,0,Urban,5,5,0.2258,88089.83
ID-00466,29,16,7,Urban,0,1,0.2014,93309.35
ID-00467,33,14,13,Rural,5,3,0.1817,68587.71
ID-00468,43,20,17,Urban,4,5,0.2555,122496.69
ID-00469,43,18,19,Urban,0,2,0.1899,120216.85
ID-00470,38,16,16,Urban,4,3,0.2233,107503.98
ID-00471,56,14,36,Urban,5,4,0.2042,137006.97
ID-00472,53,14,33,Suburban,5,4,0.206,101253.58
ID-00473,50,16,28,Suburban,3,4,0.3571,111858.25
ID-00474,47,12,29,Urban,1,3,0.1623,113209.56
ID-00475,54,14,34,Urban,1,2,0.2315,132676.75
ID-00476,40,18,16,Suburban,4,3,0.2165,94434.96
ID-00477,27,16,5,Urban,0,5,0.2345,96414.78
ID-00478,22,16,0,Rural,1,5,0.1684,58180.47
ID-00479,53,12,35,Urban,5,4,0.3031,130225.06
ID-00480,51,16,29,Suburban,2,2,0.1829,106421.8
ID-00481,48,18,24,Rural,0,5,0.1756,88248.17
ID-00482,27,14,7,Suburban,4,1,0.2192,72941.92
ID-00483,36,12,18,Urban,5,1,0.2475,97961.48
ID-00484,49,16,27,Suburban,5,4,0.1366,102818.65
ID-00485,18,20,0,Suburban,2,4,0.1295,85661.72
ID-00486,22,16,0,Suburban,4,4,0.1805,63530.6
ID-00487,62,12,44,Urban,0,5,0.2417,148690.85
ID-00488,21,14,1,Suburban,5,2,0.2384,64200.52
ID-00489,33,18,9,Urban,3,4,0.1888,103743.97
ID-00490,41,14,21,Urban,5,3,0.2487,112114.19
ID-00491,33,16,11,Suburban,3,4,0.0928,82686.47
ID-00492,19,16,0,Urban,3,5,0.1089,83880.17
ID-00493,45,14,25,Suburban,0,2,0.1946,99155.64
ID-00494,49,18,25,Rural,0,4,0.2512,85119.57
ID-00495,44,18,20,Rural,2,1,0.1779,73365.56
ID-00496,37,16,15,Suburban,5,4,0.1724,89398.93
ID-00497,41,14,21,Urban,0,4,0.2101,109090.33
ID-00498,29,12,11,Urban,0,2,0.1676,79336.4
ID-00499,52,16,30,Urban,2,3,0.2722,136084.99
ID-00500,50,16,28,Urban,2,4,0.205,137904.19
ID-00501,50,12,32,Urban,5,4,0.3229,123086.33
ID-00502,60,12,42,Suburban,4,5,0.2176,109077.08
ID-00503,54,12,36,Urban,1,2,0.1851,127371.31
ID-00504,29,20,3,Urban,5,5,0.1835,100692.63
ID-00505,20,18,0,Suburban,1,4,0.2247,72335.89
ID-00506,18,20,0,Urban,4,4,0.1598,97145.63
ID-00507,50,12,32,Urban,3,1,0.0595,116062.34
ID-00508,57,20,31,Urban,5,5,0.1833,148116.6
ID-00509,27,12,9,Suburban,0,2,0.0611,73340.56
ID-00510,60,16,38,Suburban,2,4,0.2358,129099.34
ID-00511,61,18,37,Suburban,5,1,0.1549,119983.67
ID-00512,46,14,26,Urban,2,1,0.1984,114063.05
ID-00513,30,16,8,Suburban,3,3,0.1064,77362.33
ID-00514,29,12,11,Suburban,2,2,0.1747,72174.65
ID-00515,48,12,30,Urban,3,1,0.2065,114697.18
ID-00516,63,16,41,Urban,4,2,0.1883,143812.08
ID-00517,19,16,0,Suburban,3,4,0.1667,67956.22
ID-00518,52,18,28,Urban,1,3,0.1178,130035.31
ID-00519,40,16,18,Suburban,5,2,0.1922,81942.75
ID-00520,34,16,12,Urban,3,3,0.1521,95135.98
ID-00521,43,12,25,Suburban,5,2,0.1974,85542.9
ID-00522,25,12,7,Urban,4,2,0.169,77936.04
ID-00523,46,20,20,Urban,3,5,0.184,128807.62
ID-00524,43,12,25,Urban,4,3,0.1706,105929.46
ID-00525,27,16,5,Rural,1,2,0.1907,60933.58
ID-00526,43,12,25,Rural,0,5,0.2764,83199.92
ID-00527,51,18,27,Suburban,4,5,0.1943,113479.2
ID-00528,58,18,34,Suburban,0,3,0.235,124302.14
ID-00529,24,14,4,Urban,4,4,0.2522,77373.42
ID-00530,21,14,1,Suburban,3,3,0.1911,71583.47
ID-00531,62,16,40,Urban,0,2,0.2497,153342.87
ID-00532,28,14,8,Urban,4,4,0.1351,81564.41
ID-00533,46,12,28,Urban,5,3,0.2141,118130.22
ID-00534,53,18,29,Urban,4,3,0.2206,139903.95
ID-00535,42,12,24,Urban,0,3,0.2808,109889.8
ID-00536,38,18,14,Urban,5,3,0.1256,113461.57
ID-00537,53,16,31,Urban,4,4,0.3117,139119.16
ID-00538,27,12,9,Suburban,0,2,0.2345,64634.91
ID-00539,54,16,32,Urban,1,5,0.2523,137491.85
ID-00540,26,16,4,Urban,2,3,0.1186,88367.88
ID-00541,41,14,21,Rural,1,5,0.1458,69319.97
ID-00542,52,16,30,Urban,0,5,0.2333,140686.91
ID-00543,52,14,32,Rural,3,5,0.098,85182.75
ID-00544,53,14,33,Suburban,3,3,0.1277,105271.62
ID-00545,35,12,17,Urban,2,3,0.2248,91825.18
ID-00546,56,14,36,Urban,0,3,0.2655,136389.73
ID-00547,49,14,29,Urban,5,3,0.3061,120778.82
ID-00548,41,16,19,Urban,4,1,0.1743,113940.25
ID-00549,40,16,18,Urban,1,2,0.1467,116720.73
ID-00550,49,16,27,Urban,5,1,0.1606,115771.64
ID-00551,54,18,30,Urban,1,4,0.2266,144622.75
ID-00552,29,18,5,Suburban,2,1,0.169,85349.51
ID-00553,30,16,8,Urban,2,1,0.1123,91286.9
ID-00554,40,16,18,Suburban,2,1,0.2162,90150.26
ID-00555,42,14,22,Urban,5,2,0.1407,104816.17
ID-00556,52,18,28,Suburban,5,5,0.2392,116491.09
ID-00557,58,12,40,Urban,2,4,0.2433,136556.7
ID-00558,47,14,27,Suburban,5,4,0.1822,103298.23
ID-00559,34,18,10,Urban,2,2,0.1983,104324.01
ID-00560,37,12,19,Suburban,5,1,0.1724,83499.99
ID-00561,42,12,24,Urban,2,5,0.1885,112667.55
ID-00562,39,16,17,Urban,4,3,0.1249,114361.7
ID-00563,30,16,8,Urban,4,2,0.0103,88940.79
ID-00564,36,18,12,Urban,1,5,0.1797,121358.25
ID-00565,53,18,29,Urban,1,2,0.1533,134982.58
ID-00566,29,12,11,Urban,2,2,0.1362,80976.82
ID-00567,58,12,40,Urban,1,3,0.1623,132671.71
ID-00568,36,16,14,Urban,5,5,0.2335,102858.45
ID-00569,29,14,9,Suburban,2,1,0.2328,81467.77
ID-00570,26,16,4,Rural,4,5,0.1931,62289.1
ID-00571,24,12,6,Urban,3,5,0.1577,80959.4
ID-00572,45,16,23,Suburban,4,1,0.2115,86942.43
ID-00573,31,16,9,Suburban,0,3,0.2359,88827.45
ID-00574,48,16,26,Urban,4,5,0.2811,121287.69
ID-00575,36,16,14,Urban,0,1,0.1482,104218.23
ID-00576,64,16,42,Urban,1,2,0.1381,148399.04
ID-00577,33,14,13,Rural,4,2,0.1985,62958.3
ID-00578,22,12,4,Urban,3,1,0.0822,77030.31
ID-00579,52,12,34,Suburban,5,2,0.2158,94592.89
ID-00580,29,16,7,Suburban,4,5,0.1901,75205.29
ID-00581,42,14,22,Urban,5,1,0.1854,106057.91
ID-00582,38,16,16,Urban,4,5,0.2775,117530.0
ID-00583,53,14,33,Suburban,4,4,0.2069,105476.93
ID-00584,40,16,18,Urban,5,3,0.2176,105618.86
ID-00585,33,18,9,Urban,5,3,0.2408,102579.53
ID-00586,56,14,36,Urban,2,3,0.2025,134677.43
ID-00587,62,12,44,Rural,4,1,0.1923,85275.06
ID-00588,59,12,41,Urban,4,4,0.1908,132853.35
ID-00589,56,16,34,Suburban,3,3,0.2271,105160.21
ID-00590,31,16,9,Urban,5,5,0.1971,96807.93
ID-00591,48,12,30,Urban,5,3,0.2836,107770.3
ID-00592,22,16,0,Rural,0,4,0.1403,69144.76
ID-00593,52,12,34,Suburban,0,5,0.1902,109774.18
ID-00594,40,16,18,Urban,5,5,0.2377,113348.86
ID-00595,46,16,24,Suburban,3,1,0.2288,101234.77
ID-00596,60,18,36,Urban,1,1,0.2072,145623.2
ID-00597,28,12,10,Suburban,4,2,0.1682,65889.1
ID-00598,35,18,11,Urban,1,4,0.1599,112926.96
ID-00599,64,18,40,Suburban,3,5,0.1688,127320.57
ID-00600,29,14,9,Suburban,1,4,0.1778,79815.5
ID-00601,26,12,8,Urban,0,3,0.2052,92375.61
ID-00602,27,16,5,Rural,2,3,0.1955,52760.51
ID-00603,61,18,37,Rural,1,2,0.2069,103463.88
ID-00604,34,18,10,Urban,2,5,0.1999,105107.78
ID-00605,55,16,33,Rural,1,5,0.1573,97534.73
ID-00606,24,18,0,Suburban,3,2,0.2023,74294.52
ID-00607,63,12,45,Suburban,2,3,0.1414,127798.03
ID-00608,30,12,12,Rural,1,5,0.1927,68827.7
ID-00609,57,20,31,Urban,3,4,0.2366,142519.53
ID-00610,59,18,35,Suburban,5,5,0.2142,127421.21
ID-00611,26,16,4,Rural,0,3,0.1763,64055.38
ID-00612,44,18,20,Urban,4,5,0.1411,130024.59
ID-00613,19,20,0,Urban,3,5,0.1668,101482.07
ID-00614,22,18,0,Urban,3,1,0.2711,88662.61
ID-00615,46,18,22,Suburban,0,5,0.1926,104237.0
ID-00616,54,18,30,Suburban,2,2,0.1902,117509.8
ID-00617,55,12,37,Urban,1,2,0.1242,127077.11
ID-00618,36,18,12,Urban,2,4,0.2043,114538.16
ID-00619,25,12,7,Urban,3,5,0.1969,79687.42
ID-00620,62,18,38,Urban,5,4,0.1882,154156.0
ID-00621,18,16,0,Suburban,1,3,0.1558,72080.65
ID-00622,39,16,17,Urban,4,3,0.1225,111654.94
ID-00623,34,16,12,Suburban,4,1,0.1902,77281.01
ID-00624,24,12,6,Suburban,1,1,0.1989,74293.84
ID-00625,42,14,22,Rural,3,5,0.0791,76629.4
ID-00626,62,20,36,Urban,5,5,0.2102,160838.72
ID-00627,21,20,0,Rural,0,4,0.2575,67335.01
ID-00628,53,14,33,Urban,5,4,0.2105,122618.84
ID-00629,23,20,0,Suburban,2,5,0.1976,87314.36
ID-00630,48,18,24,Suburban,5,5,0.2509,109541.78
ID-00631,36,16,14,Urban,5,1,0.2144,104044.08
ID-00632,61,12,43,Urban,2,1,0.1931,132515.54
ID-00633,56,20,30,Urban,0,1,0.125,144978.49
ID-00634,44,16,22,Suburban,0,5,0.3291,104339.27
ID-00635,27,18,3,Urban,4,4,0.2143,94321.28
ID-00636,43,18,19,Rural,0,2,0.2352,79849.19
ID-00637,36,18,12,Urban,1,2,0.238,110544.23
ID-00638,56,16,34,Rural,4,4,0.262,99469.01
ID-00639,20,14,0,Urban,3,4,0.2098,76929.21
ID-00640,62,14,42,Urban,4,4,0.2134,150105.08
ID-00641,30,14,10,Urban,5,1,0.164,84360.75
ID-00642,45,12,27,Rural,5,3,0.2316,72912.65
ID-00643,37,16,15,Suburban,4,5,0.1943,91215.61
ID-00644,45,16,23,Urban,2,1,0.2007,115377.61
ID-00645,25,18,1,Urban,0,2,0.2243,92937.93
ID-00646,58,12,40,Urban,5,5,0.3128,141519.1
ID-00647,56,16,34,Suburban,5,4,0.1589,123321.77
ID-00648,18,12,0,Urban,1,2,0.192,72876.18
ID-00649,20,12,2,Suburban,0,4,0.1197,62528.44
ID-00650,30,12,12,Suburban,5,4,0.1898,67404.31
ID-00651,45,18,21,Rural,2,4,0.1109,96394.9
ID-00652,42,12,24,Suburban,5,5,0.1571,86430.65
ID-00653,50,18,26,Urban,0,2,0.201,141301.99
ID-00654,55,14,35,Rural,1,2,0.2585,90149.91
ID-00655,23,18,0,Urban,0,4,0.099,87715.18
ID-00656,61,18,37,Urban,2,1,0.2327,141390.86
ID-00657,62,20,36,Rural,1,3,0.2102,112712.26
ID-00658,49,18,25,Urban,0,1,0.2722,127688.74
ID-00659,62,20,36,Urban,2,5,0.1918,154260.19
ID-00660,64,18,40,Urban,2,3,0.2357,155376.11
ID-00661,38,16,16,Urban,4,1,0.1802,103894.59
ID-00662,33,12,15,Urban,5,2,0.1342,89214.89
ID-00663,38,14,18,Urban,1,1,0.1594,104075.95
ID-00664,28,14,8,Urban,1,4,0.1402,86337.56
ID-00665,54,16,32,Rural,5,5,0.1167,90408.0
ID-00666,53,16,31,Suburban,0,1,0.2803,119387.57
ID-00667,52,18,28,Suburban,4,1,0.1841,104537.28
ID-00668,36,20,10,Suburban,1,3,0.2099,98154.73
ID-00669,37,16,15,Rural,2,4,0.1317,67050.19
ID-00670,35,16,13,Rural,1,3,0.1873,67701.8
ID-00671,64,20,38,Rural,4,5,0.2393,113662.07
ID-00672,58,14,38,Rural,5,5,0.2124,81833.18
ID-00673,31,18,7,Urban,3,4,0.1395,112250.43
ID-00674,32,14,12,Suburban,5,3,0.2224,69733.37
ID-00675,48,16,26,Suburban,2,4,0.0956,95752.9
ID-00676,18,14,0,Suburban,1,3,0.0892,62697.01
ID-00677,20,18,0,Urban,5,2,0.1642,83054.98
ID-00678,33,16,11,Urban,2,4,0.0632,98667.42
ID-00679,40,12,22,Urban,0,5,0.1508,111447.53
ID-00680,28,14,8,Rural,2,3,0.1544,53771.91
ID-00681,29,16,7,Suburban,1,2,0.255,80449.01
ID-00682,27,20,1,Urban,0,5,0.144,107816.28
ID-00683,49,18,25,Urban,0,3,0.1729,126578.99
ID-00684,33,16,11,Suburban,0,2,0.0905,89132.28
ID-00685,25,14,5,Urban,3,5,0.1788,88346.15
ID-00686,55,16,33,Urban,3,5,0.2055,146962.41
ID-00687,29,18,5,Urban,0,2,0.1244,98426.91
ID-00688,41,18,17,Urban,5,5,0.2367,113906.09
ID-00689,45,14,25,Urban,5,3,0.2374,119550.26
ID-00690,25,18,1,Suburban,5,3,0.147,73843.16
ID-00691,45,16,23,Urban,1,5,0.0988,133434.24
ID-00692,53,20,27,Urban,0,1,0.1494,145146.7
ID-00693,43,20,17,Suburban,5,2,0.2697,101070.57
ID-00694,25,18,1,Suburban,0,1,0.182,70792.63
ID-00695,45,18,21,Urban,2,3,0.1567,124278.14
ID-00696,45,14,25,Suburban,5,5,0.2633,101486.48
ID-00697,54,18,30,Rural,2,4,0.1947,86699.28
ID-00698,58,16,36,Rural,2,4,0.2087,93814.76
ID-00699,53,14,33,Suburban,5,1,0.3225,95127.71
ID-00700,44,14,24,Suburban,4,1,0.2401,86194.93
ID-00701,34,18,10,Urban,2,1,0.1697,100383.61
ID-00702,26,12,8,Suburban,5,3,0.1945,62846.34
ID-00703,50,16,28,Suburban,2,3,0.2275,109166.78
ID-00704,37,16,15,Urban,1,5,0.2281,114388.83
ID-00705,30,12,12,Urban,3,3,0.1282,92597.24
ID-00706,45,12,27,Suburban,3,5,0.2765,102816.03
ID-00707,46,18,22,Rural,3,5,0.2672,91526.32
ID-00708,30,18,6,Urban,4,1,0.1336,92902.9
ID-00709,63,14,43,Urban,0,4,0.2123,150929.03
ID-00710,52,18,28,Suburban,2,1,0.2057,108588.59
ID-00711,23,18,0,Urban,1,3,0.181,91733.22
ID-00712,35,16,13,Suburban,4,2,0.2238,82796.59
ID-00713,22,18,0,Urban,3,3,0.1554,82848.51
ID-00714,64,20,38,Urban,4,4,0.2356,167819.79
ID-00715,42,16,20,Suburban,1,3,0.2237,105540.37
ID-00716,19,14,0,Urban,5,4,0.1938,68929.61
ID-00717,27,20,1,Urban,4,2,0.2008,98123.78
ID-00718,47,16,25,Urban,3,2,0.2247,117865.71
ID-00719,62,12,44,Urban,0,5,0.2228,144803.81
ID-00720,22,16,0,Suburban,3,3,0.0761,64741.75
ID-00721,50,16,28,Suburban,3,5,0.1493,105864.18
ID-00722,18,18,0,Urban,3,1,0.1033,86630.83
ID-00723,35,16,13,Urban,4,1,0.1313,89803.2
ID-00724,49,14,29,Urban,1,1,0.1495,118345.43
ID-00725,64,16,42,Suburban,3,1,0.2658,143877.89
ID-00726,28,16,6,Urban,5,1,0.2447,78454.49
ID-00727,38,14,18,Rural,4,3,0.2202,66418.54
ID-00728,43,16,21,Suburban,1,5,0.1433,102240.54
ID-00729,42,18,18,Suburban,0,5,0.1459,102901.98
ID-00730,39,12,21,Suburban,3,4,0.1567,81380.55
ID-00731,44,16,22,Rural,2,1,0.1574,82120.09
ID-00732,30,14,10,Rural,4,2,0.246,59146.89
ID-00733,50,14,30,Suburban,5,4,0.1321,99482.76
ID-00734,51,14,31,Urban,0,4,0.2167,133886.35
ID-00735,58,14,38,Rural,0,3,0.1443,90643.3
ID-00736,52,18,28,Urban,0,4,0.2268,135545.55
ID-00737,18,14,0,Rural,4,2,0.1489,50139.0
ID-00738,38,18,14,Suburban,1,5,0.1319,90864.73
ID-00739,23,12,5,Rural,2,4,0.1451,59669.24
ID-00740,45,20,19,Rural,5,3,0.22,91740.44
ID-00741,34,16,12,Urban,1,1,0.1026,102814.47
ID-00742,22,18,0,Suburban,3,2,0.1406,69689.08
ID-00743,48,14,28,Urban,2,1,0.1886,112980.95
ID-00744,22,16,0,Urban,1,4,0.1032,71376.17
ID-00745,55,14,35,Urban,3,5,0.1574,142959.86
ID-00746,20,20,0,Urban,2,3,0.2426,92352.81
ID-00747,40,16,18,Suburban,4,2,0.1239,92370.5
ID-00748,54,16,32,Rural,5,5,0.1772,91394.9
ID-00749,54,18,30,Suburban,5,2,0.2282,104637.44
ID-00750,27,14,7,Urban,3,3,0.1733,81937.83
ID-00751,27,18,3,Rural,1,3,0.1484,58014.75
ID-00752,36,16,14,Rural,2,4,0.2252,75165.42
ID-00753,34,18,10,Suburban,3,2,0.0802,90785.87
ID-00754,38,16,16,Suburban,3,4,0.223,89779.71
ID-00755,31,14,11,Rural,4,2,0.1335,55306.21
ID-00756,26,14,6,Urban,3,2,0.0482,82779.8
ID-00757,63,18,39,Rural,2,1,0.3208,106975.72
ID-00758,18,16,0,Rural,0,4,0.1699,49392.26
ID-00759,62,16,40,Rural,2,2,0.2504,108963.35
ID-00760,30,20,4,Urban,2,2,0.2338,101261.04
ID-00761,21,12,3,Rural,4,3,0.1248,45805.85
ID-00762,18,18,0,Urban,4,1,0.155,92733.28
ID-00763,57,20,31,Suburban,5,3,0.2052,121721.05
ID-00764,49,18,25,Rural,5,4,0.1639,86194.4
ID-00765,51,18,27,Urban,3,4,0.2604,130792.74
ID-00766,45,14,25,Urban,5,2,0.2616,108954.53
ID-00767,48,14,28,Rural,4,5,0.1915,77909.29
ID-00768,25,18,1,Rural,3,3,0.1999,51331.58
ID-00769,56,14,36,Rural,0,4,0.2487,81598.72
ID-00770,43,12,25,Urban,1,2,0.2071,106842.01
ID-00771,51,18,27,Suburban,4,2,0.1722,102694.71
ID-00772,20,14,0,Urban,4,3,0.0458,75503.29
ID-00773,29,20,3,Suburban,0,2,0.1837,84496.24
ID-00774,18,18,0,Urban,4,1,0.2078,76741.56
ID-00775,61,18,37,Suburban,5,5,0.1638,134023.79
ID-00776,22,18,0,Urban,5,3,0.1806,84507.98
ID-00777,47,18,23,Rural,5,3,0.2193,86095.5
ID-00778,47,18,23,Suburban,0,3,0.2196,116620.68
ID-00779,34,16,12,Suburban,3,2,0.1902,82830.83
ID-00780,64,14,44,Urban,4,2,0.164,144789.92
ID-00781,40,18,16,Suburban,4,3,0.2503,102590.6
ID-00782,32,18,8,Urban,5,3,0.1798,98610.43
ID-00783,54,16,32,Urban,3,1,0.1771,137125.91
ID-00784,38,12,20,Suburban,4,4,0.1059,82629.65
ID-00785,31,16,9,Rural,2,1,0.2012,63571.56
ID-00786,19,12,1,Urban,0,3,0.2918,70861.72
ID-00787,28,20,2,Urban,1,2,0.1662,98230.94
ID-00788,56,20,30,Suburban,2,2,0.1816,119126.04
ID-00789,55,12,37,Rural,1,3,0.2044,83137.0
ID-00790,51,16,29,Urban,2,4,0.1972,125521.91
ID-00791,55,12,37,Rural,2,5,0.1866,85447.03
ID-00792,51,18,27,Rural,2,5,0.3048,90513.23
ID-00793,35,14,15,Urban,0,1,0.1872,100437.65
ID-00794,47,16,25,Urban,1,4,0.1318,125778.55
ID-00795,32,14,12,Suburban,3,5,0.1231,85586.98
ID-00796,44,12,26,Rural,3,4,0.251,78922.06
ID-00797,51,16,29,Suburban,5,2,0.2152,111926.19
ID-00798,55,12,37,Urban,4,2,0.1874,124268.3
ID-00799,50,16,28,Urban,0,4,0.1783,129684.95
ID-00800,41,12,23,Urban,5,3,0.2259,95402.61
ID-00801,32,16,10,Suburban,5,5,0.1425,88742.13
ID-00802,47,18,23,Urban,0,5,0.1895,127187.67
ID-00803,59,18,35,Suburban,0,2,0.2454,119494.49
ID-00804,34,18,10,Urban,2,1,0.1468,104568.69
ID-00805,22,20,0,Urban,0,5,0.2356,100455.72
ID-00806,46,12,28,Urban,3,2,0.1141,118356.53
ID-00807,21,12,3,Urban,0,2,0.1729,68162.28
ID-00808,27,16,5,Rural,2,4,0.1808,61265.38
ID-00809,34,18,10,Urban,1,4,0.0778,99456.33
ID-00810,27,20,1,Suburban,5,4,0.1399,87360.82
ID-00811,34,12,16,Urban,0,1,0.2138,84021.02
ID-00812,37,14,17,Urban,5,5,0.151,115158.57
ID-00813,41,14,21,Urban,1,1,0.1778,106933.02
ID-00814,22,18,0,Urban,4,1,0.1517,83283.07
ID-00815,51,16,29,Urban,2,4,0.2497,131841.8
ID-00816,23,12,5,Rural,5,2,0.1901,41669.83
ID-00817,19,16,0,Urban,0,3,0.1465,87049.46
ID-00818,30,16,8,Urban,4,2,0.1442,89877.22
ID-00819,60,18,36,Rural,4,2,0.2533,96196.78
ID-00820,60,12,42,Urban,1,2,0.2172,142985.56
ID-00821,28,18,4,Suburban,5,2,0.2284,68001.19
ID-00822,64,16,42,Urban,5,1,0.2449,145661.21
ID-00823,40,18,16,Urban,3,4,0.0266,116333.0
ID-00824,33,18,9,Suburban,3,4,0.2366,88290.3
ID-00825,48,12,30,Rural,3,2,0.2042,73538.99
ID-00826,28,12,10,Urban,5,3,0.1903,78804.84
ID-00827,33,18,9,Urban,5,5,0.0827,113886.1
ID-00828,25,12,7,Urban,3,2,0.1506,78337.26
ID-00829,21,18,0,Urban,2,2,0.1739,84184.68
ID-00830,57,18,33,Rural,0,3,0.1428,101180.87
ID-00831,21,18,0,Urban,0,1,0.2374,88788.24
ID-00832,42,14,22,Rural,2,2,0.2293,76829.71
ID-00833,20,14,0,Urban,1,3,0.1499,74100.04
ID-00834,49,16,27,Rural,0,1,0.2897,80121.0
ID-00835,20,12,2,Suburban,5,1,0.1885,45057.39
ID-00836,44,18,20,Rural,4,2,0.2626,85601.76
ID-00837,46,18,22,Urban,5,1,0.1552,124140.58
ID-00838,49,16,27,Suburban,0,2,0.2229,108183.52
ID-00839,36,18,12,Suburban,2,2,0.2531,93444.38
ID-00840,38,12,20,Suburban,1,4,0.2472,91583.47
ID-00841,22,14,2,Rural,0,5,0.2224,46464.53
ID-00842,35,20,9,Suburban,2,5,0.2472,96416.68
ID-00843,45,20,19,Rural,4,4,0.2714,76706.18
ID-00844,59,16,37,Urban,3,2,0.0936,139629.87
ID-00845,39,20,13,Suburban,4,3,0.1677,99249.57
ID-00846,38,16,16,Rural,4,1,0.1009,67520.23
ID-00847,23,14,3,Urban,1,4,0.0866,90411.98
ID-00848,18,14,0,Urban,0,4,0.1419,76064.65
ID-00849,22,20,0,Rural,3,4,0.1506,61268.87
ID-00850,58,12,40,Urban,2,4,0.276,135279.95
ID-00851,29,16,7,Urban,3,5,0.1194,90340.43
ID-00852,43,16,21,Urban,0,2,0.202,113217.68
ID-00853,63,18,39,Rural,1,4,0.2929,109642.37
ID-00854,51,16,29,Rural,0,4,0.1934,94231.36
ID-00855,31,14,11,Rural,2,4,0.2786,63505.41
ID-00856,43,12,25,Suburban,3,3,0.0992,92651.5
ID-00857,62,16,40,Suburban,4,3,0.1695,133041.97
ID-00858,44,18,20,Urban,0,1,0.2711,121868.14
ID-00859,26,16,4,Urban,5,2,0.1421,79905.59
ID-00860,43,18,19,Urban,1,4,0.181,126518.77
ID-00861,64,12,46,Urban,1,1,0.2976,146016.2
ID-00862,39,18,15,Rural,3,1,0.2222,78588.48
ID-00863,64,16,42,Rural,4,2,0.1318,105080.92
ID-00864,47,12,29,Suburban,2,3,0.2279,100974.61
ID-00865,60,16,38,Rural,4,2,0.1747,97480.19
ID-00866,34,18,10,Rural,3,1,0.1593,71499.48
ID-00867,43,18,19,Suburban,4,2,0.1883,100453.76
ID-00868,53,14,33,Urban,3,3,0.1741,120693.27
ID-00869,18,18,0,Urban,4,1,0.1925,76127.54
ID-00870,25,12,7,Suburban,0,2,0.1314,60333.67
ID-00871,52,12,34,Urban,1,4,0.2172,130098.99
ID-00872,32,16,10,Urban,3,4,0.2198,96931.69
ID-00873,64,16,42,Rural,3,2,0.2107,100681.02
ID-00874,39,18,15,Urban,1,2,0.1925,122056.47
ID-00875,31,14,11,Urban,5,3,0.1855,95178.42
ID-00876,43,12,25,Suburban,5,1,0.1994,74735.2
ID-00877,45,16,23,Suburban,2,2,0.1898,102850.94
ID-00878,40,12,22,Urban,3,1,0.1824,99880.74
ID-00879,31,12,13,Urban,0,4,0.1749,88400.88
ID-00880,41,14,21,Rural,4,1,0.2003,68122.49
ID-00881,19,16,0,Urban,0,5,0.1474,85072.21
ID-00882,62,14,42,Rural,3,3,0.2047,89281.72
ID-00883,43,16,21,Urban,2,3,0.2426,118342.71
ID-00884,31,12,13,Urban,3,1,0.2813,95362.92
ID-00885,24,12,6,Urban,2,3,0.2971,81639.71
ID-00886,20,16,0,Suburban,1,1,0.1767,56468.82
ID-00887,64,12,46,Rural,4,1,0.1624,94096.67
ID-00888,40,16,18,Urban,0,4,0.1778,116896.13
ID-00889,63,12,45,Urban,2,1,0.2203,134225.55
ID-00890,60,16,38,Urban,0,3,0.2641,141545.59
ID-00891,64,12,46,Suburban,1,5,0.1781,127488.39
ID-00892,62,12,44,Urban,3,2,0.2058,138524.63
ID-00893,35,16,13,Urban,2,3,0.1345,101293.58
ID-00894,55,20,29,Urban,4,5,0.2883,149892.71
ID-00895,52,12,34,Suburban,2,3,0.2291,113586.62
ID-00896,32,16,10,Rural,5,5,0.1643,67049.84
ID-00897,42,18,18,Suburban,3,3,0.1952,100456.81
ID-00898,54,16,32,Urban,3,2,0.1365,133092.19
ID-00899,45,18,21,Urban,4,4,0.2177,122358.89
ID-00900,27,12,9,Urban,4,4,0.1963,85215.59
ID-00901,56,20,30,Urban,1,2,0.1174,146157.05
ID-00902,34,14,14,Suburban,0,3,0.1475,85499.61
ID-00903,56,14,36,Urban,2,5,0.1911,145023.09
ID-00904,39,18,15,Urban,1,1,0.1745,116523.78
ID-00905,43,16,21,Suburban,0,3,0.1677,92831.61
ID-00906,61,16,39,Suburban,1,2,0.2174,115739.0
ID-00907,42,18,18,Suburban,5,4,0.2617,104866.38
ID-00908,34,16,12,Rural,4,4,0.2079,67119.11
ID-00909,30,12,12,Suburban,4,3,0.2389,71904.18
ID-00910,37,16,15,Suburban,3,5,0.2052,86840.73
ID-00911,42,12,24,Suburban,2,2,0.176,90880.29
ID-00912,21,18,0,Urban,2,2,0.1621,97519.37
ID-00913,27,20,1,Urban,2,5,0.2171,102518.04
ID-00914,20,14,0,Rural,1,5,0.197,55239.34
ID-00915,58,16,36,Rural,1,3,0.2747,101747.31
ID-00916,62,12,44,Suburban,2,3,0.2123,125400.66
ID-00917,35,12,17,Suburban,3,4,0.1152,76203.65
ID-00918,64,20,38,Urban,0,4,0.2043,166468.22
ID-00919,53,12,35,Suburban,5,5,0.1284,110775.67
ID-00920,64,16,42,Rural,1,1,0.2073,108090.44
